token_GN	lemma_NL	upos	line	note	check
en	en	CCONJ	132	NA	NA
provinzjoale	provinzjaal	ADJ	132	NA	NA
overhaid	overheid	NOUN	132	NA	NA
kommuniseern	graakommunis	VERB	132	NA	NA
en	en	CCONJ	132	NA	NA
korrespondeern	korrespondeeren	VERB	132	NA	NA
.	.	PUNCT	132	NA	NA
De	de	DET	133	NA	NA
provìnzie	provìnzie	NOUN	133	NA	NA
en	en	CCONJ	133	NA	NA
aantel	entel	ADJ	133	NA	NA
gemaintes	gemainot	NOUN	133	NA	NA
hebben	hebben	VERB	133	NA	NA
der	er	ADV	133	NA	NA
belaidspunt	sindbelaidsp	NOUN	133	NA	NA
van	van	ADP	133	NA	NA
moakt	maken	VERB	133	NA	NA
om	om	ADP	133	NA	NA
meer	veel	DET	133	NA	NA
Frais	Frais	NOUN	133	NA	NA
te	te	ADP	133	NA	NA
bruken	gebruiken	VERB	133	NA	NA
bie	bij	ADP	133	NA	NA
opstelln	opstellen	NOUN	133	NA	NA
van	van	ADP	133	NA	NA
offisjele	offisjel	ADJ	133	NA	NA
dokumìnten	dokumìnten	NOUN	133	NA	NA
.	.	PUNCT	133	NA	NA
Deur	door	ADP	134	NA	NA
aantel	entel	NOUN	134	NA	NA
wetswiezegens	wetswiezeg	ADV	134	NA	NA
binnen	zijn	AUX	134	NA	NA
zölke	zölk	ADJ	134	NA	NA
Fraise	Fraise	ADJ	134	NA	NA
stukken	stukken	NOUN	134	NA	NA
non	non	CCONJ	134	NA	NA
vraaiwel	vraaiwel	NOUN	134	NA	NA
aait	aan	VERB	134	NA	NA
rechtsgeldeg	rechtsgeldig	ADJ	134	NA	NA
.	.	PUNCT	134	NA	NA
Ain	een	NUM	135	NA	NA
van	van	ADP	135	NA	NA
lêste	lê	ADJ	135	NA	NA
oetzönderns	oetzönderns	NOUN	135	NA	NA
doarop	daarop	ADV	135	NA	NA
waren	zijn	AUX	135	NA	NA
de	de	DET	135	NA	NA
statuten	statuten	NOUN	135	NA	NA
veur	voor	ADP	135	NA	NA
verainen	verienen	NOUN	135	NA	NA
,	,	PUNCT	135	NA	NA
moar	maar	CCONJ	135	NA	NA
sunt	sinds	ADP	135	NA	NA
2002	2002	NUM	135	NA	NA
kinnen	kunnen	AUX	135	NA	NA
dij	die	PRON	135	NA	NA
ook	ook	ADV	135	NA	NA
in	in	ADP	135	NA	NA
Frais	Frais	PROPN	135	NA	NA
opsteld	opstellen	VERB	135	NA	NA
worden	worden	AUX	135	NA	NA
.	.	PUNCT	135	NA	NA
Traauw	trouw	NOUN	136	NA	NA
-	-	PUNCT	136	NA	NA
en	en	CCONJ	136	NA	NA
geboorte-akten	geboorte-akten	NOUN	136	NA	NA
binnen	zijn	AUX	136	NA	NA
op	op	ADP	136	NA	NA
heden	heden	NOUN	136	NA	NA
in	in	ADP	136	NA	NA
aal	al	ADV	136	NA	NA
Fraise	Fraise	ADJ	136	NA	NA
gemaintes	gemainot	NOUN	136	NA	NA
twijtoaleg	tweetalig	ADJ	136	NA	NA
.	.	PUNCT	136	NA	NA
			0	NA	NA
